Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
PF - Kelly Lane Middle School,78660,01/12/2021,99,"18900 FALCON POINTE BLVD
PFLUGERVILLE, TX 78660
(30.462095, -97.575242)",12392626,Routine Inspection
Waterloo Ice House,78749,06/02/2021,86,"9600 ESCARPMENT BLVD
AUSTIN, TX 78749
(30.203227, -97.878321)",10005135,Routine Inspection
Cenikor Foundation,78728,10/18/2021,91,"2410 W HOWARD LN
AUSTIN, TX 78728
(30.436427, -97.689929)",11555621,Routine Inspection
El Borrego de Oro,78704,06/03/2019,85,"3900 S CONGRESS AVE
AUSTIN, TX 78704
(30.224144, -97.763205)",2802827,Routine Inspection
Combo Donut,78704,04/02/2020,100,"1509 S LAMAR BLVD
AUSTIN, TX 78704
(30.251939, -97.764498)",10407690,Routine Inspection
Las Fabulosas Quesadillas,78745,07/24/2019,89,"5510 S IH
AUSTIN, TX 78745",11703363,Routine Inspection
Z'Tejas,78759,09/24/2019,86,"9400 ARBORETUM BLVD
AUSTIN, TX 78759
(30.389425, -97.751888)",11485790,Routine Inspection
Soto,78704,11/04/2020,84,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.255461, -97.761861)",11789891,Routine Inspection
Fresa's Chicken al Carbon,78703,10/24/2019,86,"915 N LAMAR BLVD
AUSTIN, TX 78703
(30.274587, -97.752443)",10737724,Routine Inspection
Serrano's Cafe & Cantina,78735,06/03/2021,86,"5030 W US 290 HWY
AUSTIN, TX 78735",2801349,Routine Inspection
El Pollo Rico #13,78745,04/15/2020,89,"110 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19287, -97.77775)",12185836,Routine Inspection
BC - Madam Mam's Thai Cuisine,78738,04/07/2020,70,"3929 MARKET ST
BEE CAVE, TX 78738
(30.307616, -97.937139)",10794093,Routine Inspection
Mai Thai,78701,03/02/2021,84,"207 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264368, -97.741527)",10535930,Routine Inspection
Cooper's Sandwiches,78735,04/20/2020,100,"4601 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.239904, -97.831659)",12185936,Routine Inspection
Mi Pueblo Meat Market,78724,04/13/2020,83,"6575 DECKER LN
AUSTIN, TX 78724
(30.290246, -97.628597)",10290366,Routine Inspection
Hart Elementary School,78753,03/25/2021,100,"8301 FURNESS DR
AUSTIN, TX 78753
(30.342975, -97.689674)",2801249,Routine Inspection
Del Valle High Cafeteria,78617,09/23/2021,99,"5201 ROSS RD
AUSTIN, TX 78617
(30.178555, -97.614957)",2801727,Routine Inspection
MN - Good Luck Grill,78653,12/05/2019,95,"14605 N FM 973 RD
MANOR, TX 78653",10079872,Routine Inspection
Pappasito's Restaurant,78752,03/29/2021,93,"6513 N IH
AUSTIN, TX 78752",2800371,Routine Inspection
Arbor Cinema @ Great Hills,78759,05/27/2021,100,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
(30.39424, -97.748574)",2802224,Routine Inspection
WL - Izumi Sushi,78746,05/19/2020,84,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292189, -97.828184)",10303654,Routine Inspection
Firefly Sushi,78745,08/21/2020,100,"901 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.227291, -97.774344)",11997321,Routine Inspection
Compass Group @ Dimensional Fund Advisors,78746,07/15/2019,99,"6300 FM 2244 RD
AUSTIN, TX 78746
(30.296418, -97.830654)",10218828,Routine Inspection
MN - Manor Senior High School,78653,02/14/2019,100,"14832 N FM 973 RD
MANOR, TX 78653",11999232,Routine Inspection
Thirsty Nickel,78701,02/22/2019,88,"325 E 6TH ST
AUSTIN, TX 78701
(30.267138, -97.739501)",10502087,Routine Inspection
MOD Superfast Pizza,78741,12/16/2019,95,"1920 E RIVERSIDE DR
AUSTIN, TX 78741
(30.242031, -97.728362)",11430371,Routine Inspection
Eurest Dining Services Compass Group,78758,02/21/2020,91,"11601 ALTERRA PKWY
AUSTIN, TX 78758
(30.401534, -97.719447)",11708824,Routine Inspection
El Rancho Supermarket #2 Taqueria,78723,08/27/2019,87,"6800 BERKMAN DR
AUSTIN, TX 78723
(30.32023, -97.689045)",11761890,Routine Inspection
Weiss High School,78660,05/07/2021,96,"5201 WOLF PACK DR
PFLUGERVILLE, TX 78660
(30.430231, -97.564994)",12392648,Routine Inspection
Mobile Loaves & Fishes-Dwntwn Alliance/Churches,78701,10/30/2019,100,"1201 LAVACA ST
AUSTIN, TX 78701
(30.274962, -97.742894)",10085073,Routine Inspection
Pizzeria Grata,78745,02/10/2021,85,"4415 MANCHACA RD
AUSTIN, TX 78745
(30.228372, -97.789335)",12186254,Routine Inspection
Garfield Market,78617,05/04/2020,88,"5300 E SH
AUSTIN, TX 78617",10768265,Routine Inspection
Donut Taco Palace II,78748,11/21/2019,96,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17364, -97.82357)",10639746,Routine Inspection
Lavaca Street Bar,78701,07/31/2019,94,"405 LAVACA ST
AUSTIN, TX 78701
(30.26729, -97.74574)",2801820,Routine Inspection
Wanfu III,78727,09/03/2019,77,"13717 BURNET RD
AUSTIN, TX 78727
(30.438049, -97.698662)",11188727,Routine Inspection
Maiko Sushi Lounge,78701,02/13/2019,85,"311 W 6TH ST
AUSTIN, TX 78701
(30.268888, -97.745775)",2802367,Routine Inspection
Taqueria Villanueva,78753,01/13/2020,90,"9405 N IH
AUSTIN, TX 78753",11684219,Routine Inspection
Modmarket DBA Modern Market,78701,11/18/2019,89,"401 CONGRESS AVE
AUSTIN, TX 78701
(30.266563, -97.743344)",11800251,Routine Inspection
Randall's # 2987 Deli,78732,07/18/2019,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390321, -97.884565)",10720284,Routine Inspection
Velvet Taco,78758,02/26/2020,90,"11501 ROCK ROSE AVE
AUSTIN, TX 78758
(30.401102, -97.722763)",11677216,Routine Inspection
Taiwan Restaurant,78745,12/23/2019,76,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.196229, -97.785732)",2803283,Routine Inspection
Kealing Jr. High,78702,05/05/2021,98,"1607 PENNSYLVANIA AVE
AUSTIN, TX 78702
(30.271355, -97.721996)",2800282,Routine Inspection
Stepping Stone School II,78757,10/21/2021,95,"8419 BOWLING GREEN DR
AUSTIN, TX 78757
(30.365685, -97.727279)",2800536,Routine Inspection
Thai Taste,78735,06/20/2019,92,"7010 W SH
AUSTIN, TX 78735",10446066,Routine Inspection
Arte Sano LLC,78744,04/15/2021,99,"6110 TRADE CENTER DR
AUSTIN, TX 78744
(30.209088, -97.716438)",11786340,Routine Inspection
"Fun Holding, LLC aka  Perfect 10 Cabaret",78752,01/23/2020,86,"404 E HIGHLAND MALL BLVD
AUSTIN, TX 78752
(30.328505, -97.710769)",11492080,Routine Inspection
Tender Memories Learning Center,78745,06/04/2021,95,"308 W STASSNEY LN
AUSTIN, TX 78745
(30.206706, -97.77795)",10243922,Routine Inspection
Sustainable Food Center,78702,07/09/2021,98,"2921 E 17TH ST
AUSTIN, TX 78702
(30.27935, -97.710333)",10979756,Routine Inspection
Zoe's Kitchen,78730,02/13/2020,92,"10815 FM 2222 RD
AUSTIN, TX 78730",11863399,Routine Inspection
"League, The",78717,08/10/2020,84,"10526 W PARMER LN
AUSTIN, TX 78717
(30.49676, -97.774899)",11023924,Routine Inspection
Bennu Coffee,78702,10/26/2021,96,"2001 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.280055, -97.7197)",10257417,Routine Inspection
Viva Meat Market,78753,06/28/2019,84,"8610 N LAMAR BLVD
AUSTIN, TX 78753
(30.354942, -97.703436)",10769105,Routine Inspection
Tic Tac Toe,78757,11/14/2019,91,"2003 W ANDERSON LN
AUSTIN, TX 78757
(30.354443, -97.727418)",2802065,Routine Inspection
H & R Grocery,78745,06/24/2021,89,"6400 S CONGRESS AVE
AUSTIN, TX 78745
(30.196757, -97.777289)",2803740,Routine Inspection
7-Eleven Convenience Store # 36588A,78727,12/09/2021,89,"1100 W PARMER LN
AUSTIN, TX 78727
(30.408484, -97.680216)",11067007,Routine Inspection
Whataburger,78741,07/20/2020,100,"1616 E OLTORF ST
AUSTIN, TX 78741
(30.233362, -97.73959)",12186624,Routine Inspection
Mama Fu's Asian House,78748,11/24/2021,93,"9600 S IH
AUSTIN, TX 78748",12393997,Routine Inspection
BC - Tony C's,78738,12/16/2021,90,"12800 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309414, -97.939901)",12393353,Routine Inspection
Canteen @ Corning Optical Communications,78726,12/14/2020,100,"8201 N FM 620 RD
AUSTIN, TX 78726
(30.45313, -97.8277)",12186287,Routine Inspection
7-Eleven 36559H,78734,01/25/2021,89,"3636 N FM 620 RD
AUSTIN, TX 78734",10874261,Routine Inspection
Merendero Mi Nina,78753,12/28/2020,71,"10014 N LAMAR BLVD
AUSTIN, TX 78753
(30.370016, -97.693111)",12186068,Routine Inspection
La Michoacana,78753,10/04/2021,61,"9308 N LAMAR BLVD
AUSTIN, TX 78753
(30.362314, -97.697462)",2802495,Routine Inspection
PF - Pizza Hut,78660,02/03/2021,98,"1713 FM
PFLUGERVILLE, TX 78660",12392494,Routine Inspection
Paradise Smoothies,78758,09/18/2019,74,"10910 DOMAIN DR
AUSTIN, TX 78758
(30.395519, -97.726719)",11838654,Routine Inspection
Green Mango by Thai Spice,78726,03/24/2020,93,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",12020716,Routine Inspection
Kobe Japanese Steakhouse,78750,02/12/2020,85,"13492 N US 183 HWY
AUSTIN, TX 78750
(30.486836, -97.804636)",11842037,Routine Inspection
Japan Cafe & Grill,78613,10/13/2020,90,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47186, -97.802769)",10952870,Routine Inspection
7-Eleven Convenience Store # 36586J,78748,06/17/2021,87,"9909 MANCHACA RD
AUSTIN, TX 78748",12393049,Routine Inspection
Juiced up smoothies & more,78758,09/28/2021,91,"11010 DOMAIN DR
AUSTIN, TX 78758
(30.396729, -97.726474)",12395486,Routine Inspection
Hay Elotes,78702,05/11/2021,89,"2214 E 7TH ST
AUSTIN, TX 78702
(30.261354, -97.716627)",11012367,Routine Inspection
Almost Grown,78620,08/03/2020,100,"18901 HAMILTON POOL RD
DRIPPING SPRINGS, TX 78620
(30.287141, -98.06609)",11826728,Routine Inspection
Speedy Express,78653,05/22/2019,96,"12836 E US 290 HWY
MANOR, TX 78653
(30.349678, -97.526006)",10479775,Routine Inspection
Kemuri,78702,11/25/2019,92,"2713 E 2ND ST
AUSTIN, TX 78702
(30.25405, -97.712819)",11345555,Routine Inspection
Maggiano's Little Italy,78758,02/24/2021,80,"10910 DOMAIN DR
AUSTIN, TX 78758
(30.395519, -97.726719)",10369329,Routine Inspection
Vivo,78752,01/03/2020,92,"6406 N IH
AUSTIN, TX 78752",11223207,Routine Inspection
Longhorn Village - Bar/Grill,78732,07/27/2021,100,"12501 LONGHORN PKWY
AUSTIN, TX 78732
(30.351111, -97.909249)",10260300,Routine Inspection
Torchy's Tacos,78749,10/19/2021,92,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222644, -97.839738)",10363316,Routine Inspection
BC - Bon Japanese Cuisine,78738,12/15/2020,96,"3500 S FM 620 RD
BEE CAVE, TX 78738",11860342,Routine Inspection
969 Express,78724,07/27/2020,84,"7700 FM 969 RD
AUSTIN, TX 78724
(30.280107, -97.646024)",11530869,Routine Inspection
Rosie's Day Care #3,78723,04/05/2019,96,"5807 WELLINGTON DR
AUSTIN, TX 78723
(30.310981, -97.688026)",10037233,Routine Inspection
Rutland Market,78758,02/27/2020,89,"900 RUTLAND DR
AUSTIN, TX 78758
(30.365936, -97.698318)",10028448,Routine Inspection
Chi'Lantro,78704,08/20/2020,99,"1509 S LAMAR BLVD
AUSTIN, TX 78704
(30.251939, -97.764498)",11248790,Routine Inspection
McDonalds #26418,78728,04/01/2019,86,"15900 N IH
SVRD SB AUSTIN, TX 78728",2802113,Routine Inspection
La Michoacana-Austin #3 (Kitchen),78745,07/18/2019,83,"512 W STASSNEY LN
AUSTIN, TX 78745
(30.207845, -97.780092)",12141725,Routine Inspection
Subway 15343,78719,01/21/2020,98,"2901 SPIRIT OF TEXAS DR
AUSTIN, TX 78719
(30.211777, -97.667182)",12084055,Routine Inspection
Masala Wok,78759,07/09/2020,80,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10672549,Routine Inspection
Voodoo Doughnut,78701,12/21/2021,86,"212 E 6TH ST
AUSTIN, TX 78701
(30.267483, -97.740777)",11404240,Routine Inspection
Chicha's Fire and Grill,78759,11/21/2019,77,"12636 RESEARCH BLVD
AUSTIN, TX 78759
(30.431004, -97.763845)",11975368,Routine Inspection
Salata,78759,02/02/2021,99,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",11105285,Routine Inspection
Riverside Golf Course,78741,12/16/2020,92,"1020 GROVE BLVD
AUSTIN, TX 78741
(30.235994, -97.703777)",11621131,Routine Inspection
Wok Ur World,78749,05/20/2021,96,"6611 S MOPAC EXPY
AUSTIN, TX 78749",12394015,Routine Inspection
DoubleDave's Pizzaworks,78749,12/18/2019,97,"4301 W WILLIAM CANNON DR
BLDG E AUSTIN, TX 78749
(30.222644, -97.839738)",10589732,Routine Inspection
7-Eleven 36559H,78734,08/31/2021,89,"3636 N FM 620 RD
AUSTIN, TX 78734",10874261,Routine Inspection
Opa,78704,09/17/2019,90,"2050 S LAMAR BLVD
AUSTIN, TX 78704
(30.24861, -97.769383)",10223834,Routine Inspection
Momo Sushi,78717,04/26/2021,88,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",11856531,Routine Inspection
Nordstrom Bazille,78758,09/28/2021,90,"3111 PALM WAY
AUSTIN, TX 78758
(30.402556, -97.721051)",11583667,Routine Inspection
Westlake PAC Concessions,78746,09/29/2020,98,"4100 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.27539, -97.814787)",10334733,Routine Inspection
Super 8 Motel,78751,04/05/2019,97,"5526 N IH
AUSTIN, TX 78751",2802207,Routine Inspection
Tiny Boxwoods,78703,09/16/2021,85,"1503 W 35TH ST
AUSTIN, TX 78703
(30.306236, -97.749576)",11705185,Routine Inspection
Blaze Pizza,78717,07/28/2021,97,"14009 N US 183 HWY
AUSTIN, TX 78717
(30.475503, -97.799294)",11450489,Routine Inspection
Jacoby's Restaurant & Mercantile,78702,01/29/2020,99,"3235 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.251738, -97.707392)",11188560,Routine Inspection
Einstein Bros Bagels,78759,07/12/2019,93,"4607 W BRAKER LN
AUSTIN, TX 78759
(30.400255, -97.745011)",2801216,Routine Inspection
Zachary Scott Theatre Center,78704,04/29/2019,100,"202 S LAMAR BLVD
AUSTIN, TX 78704
(30.264465, -97.75726)",10811324,Routine Inspection
Chef G.,78757,09/18/2019,97,"7113 BURNET RD
AUSTIN, TX 78757
(30.347742, -97.736052)",11479935,Routine Inspection
Hana World Market - Supermarket,78727,07/19/2021,89,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412511, -97.688908)",10676999,Routine Inspection
Super Moreliana-Taqueria,78744,11/06/2019,94,"6112 S US 183 HWY
AUSTIN, TX 78744
(30.167606, -97.692059)",10726921,Routine Inspection
Patton Elementary School,78749,11/01/2019,97,"6001 WESTCREEK DR
AUSTIN, TX 78749
(30.232123, -97.846118)",2800332,Routine Inspection
McDonalds's #27171,78754,08/21/2019,90,"8500 E US 290 HWY
AUSTIN, TX 78754
(30.328599, -97.660556)",11392280,Routine Inspection
P. Terry's Burger Stand,78757,12/29/2020,95,"8515 BURNET RD
AUSTIN, TX 78757
(30.366605, -97.728104)",11165140,Routine Inspection
Sonic Drive-In #1566,78744,12/15/2021,87,"5105 E STASSNEY LN
AUSTIN, TX 78744
(30.193398, -97.739453)",12393991,Routine Inspection
Baretto,78759,09/05/2019,96,"10710 RESEARCH BLVD
AUSTIN, TX 78759
(30.398661, -97.746468)",11555304,Routine Inspection
Dailey Middle School,78725,09/05/2019,91,"14000 WESTALL ST
AUSTIN, TX 78725
(30.241661, -97.588511)",10475714,Routine Inspection
House of Three Gorges,78758,08/04/2020,78,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.361033, -97.716672)",12392534,Routine Inspection
Randall's #2485(Deli),78745,10/09/2019,93,"2025 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.230269, -97.789852)",2800908,Routine Inspection
"Hideout Pub, The",78759,01/04/2021,98,"12164 N MOPAC EXPY
AUSTIN, TX 78759
(30.412141, -97.709607)",2803145,Routine Inspection
Star Stop 33,78759,07/15/2020,93,"10706 N MOPAC EXPY
AUSTIN, TX 78759
(30.396887, -97.733051)",10880053,Routine Inspection
Domino's Pizza,78729,07/12/2019,88,"13201 POND SPRINGS RD
AUSTIN, TX 78729
(30.445383, -97.77849)",10191355,Routine Inspection
Merit Coffee,78704,11/10/2021,95,"1105 S LAMAR BLVD
AUSTIN, TX 78704
(30.255372, -97.761923)",12130828,Routine Inspection
"OOB - Hunan Riverplace, The",78730,03/06/2019,84,"10601 FM 2222 RD
AUSTIN, TX 78730",11929606,Routine Inspection
Fairmont Austin - Employee Cafeteria (Level 2),78701,06/05/2019,95,"101 RED RIVER ST
AUSTIN, TX 78701
(30.262066, -97.73886)",11853705,Routine Inspection
Brodie Market,78745,01/31/2019,93,"7612 BRODIE LN
AUSTIN, TX 78745
(30.206645, -97.835239)",11903671,Routine Inspection
Burger King #4228,78753,06/18/2020,96,"9523 N LAMAR BLVD
AUSTIN, TX 78753
(30.365064, -97.695889)",12186460,Routine Inspection
Bun Belly,78751,05/24/2021,91,"5001 AIRPORT BLVD
AUSTIN, TX 78751
(30.311209, -97.715442)",11288658,Routine Inspection
Taqueria Arandinas,78741,06/08/2020,97,"2100 E RIVERSIDE DR
AUSTIN, TX 78741
(30.240169, -97.726897)",2801526,Routine Inspection
Texas Coffee Traders,78702,10/04/2019,95,"2613 E 5TH ST
AUSTIN, TX 78702
(30.257179, -97.712765)",11590593,Routine Inspection
Cherrywood,78722,09/26/2019,82,"1400 E 38TH HALF ST
AUSTIN, TX 78722
(30.307137, -97.747776)",2802807,Routine Inspection
Zoe's Safe Place,78751,09/24/2020,73,"4606 CONNELLY ST
AUSTIN, TX 78751
(30.304803, -97.714505)",12392332,Routine Inspection
Michi Ramen,78704,11/10/2020,84,"3005 S LAMAR BLVD
AUSTIN, TX 78704
(30.242104, -97.784431)",11353668,Routine Inspection
Pizza Hut,78753,07/01/2019,91,"1015 E BRAKER LN
AUSTIN, TX 78753
(30.374936, -97.671631)",10034421,Routine Inspection
P. Terry's Burger Stand,78758,07/10/2019,87,"12301 N MOPAC EXPY
AUSTIN, TX 78758
(30.414866, -97.705791)",10970925,Routine Inspection
"Austin Montessori School, Inc",78757,10/09/2019,97,"6819 GREAT NORTHERN BLVD
AUSTIN, TX 78757
(30.350454, -97.748101)",10339308,Routine Inspection
KPP International (aka Hot Bodies),78744,04/23/2021,86,"4134 FELTER LN
AUSTIN, TX 78744
(30.196565, -97.7057)",2803270,Routine Inspection
West Rural Community Center,78735,11/01/2021,96,"8656 W SH
AUSTIN, TX 78735",10000953,Routine Inspection
The Front Page,78721,09/19/2019,93,"1023 SPRINGDALE RD
AUSTIN, TX 78721
(30.267919, -97.694036)",12132567,Routine Inspection
PF - Pflutto's Tavern,78660,08/26/2021,87,"20205 FM 685 RD
PFLUGERVILLE, TX 78660
(30.484442, -97.58423)",12392620,Routine Inspection
Jimmy John's #1254,78756,04/30/2020,98,"4001 N LAMAR BLVD
AUSTIN, TX 78756
(30.307015, -97.741902)",10237988,Routine Inspection
IBM - Kitchen-Bldg 908,78758,08/13/2019,98,"11501 BURNET RD
AUSTIN, TX 78758
(30.402533, -97.717515)",2801114,Routine Inspection
Wells Branch Burger King,78660,04/16/2020,100,"1420 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.440938, -97.663588)",11388129,Routine Inspection
Signature #9,78701,07/02/2020,93,"900 N IH
AUSTIN, TX 78701",10769075,Routine Inspection
Casa Maria,78745,08/19/2019,80,"4327 S 1ST ST
AUSTIN, TX 78745
(30.221594, -97.772582)",2801167,Routine Inspection
Seek & Say Enrichment Day Care,78725,06/16/2020,100,"6123 FM 969 RD
AUSTIN, TX 78725
(30.285259, -97.663127)",2800906,Routine Inspection
PF - Shipley Donuts,78660,10/14/2021,91,"1912 W PECAN ST
PFLUGERVILLE, TX 78660
(30.446366, -97.64554)",12186607,Routine Inspection
Tortilleria El Taquito,78753,05/22/2020,77,"8610 N LAMAR BLVD
AUSTIN, TX 78753
(30.354942, -97.703436)",10968460,Routine Inspection
OOB - 7-Eleven Convenience Store #36267J,78748,07/15/2021,90,"525 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172036, -97.799123)",12393168,Routine Inspection
Kanji J Cuisine Inc.,78759,09/22/2021,93,"12636 RESEARCH BLVD
AUSTIN, TX 78759
(30.431004, -97.763845)",11487480,Routine Inspection
Waffle House #1623,78744,05/31/2019,83,"7809 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.219122, -97.688528)",11957552,Routine Inspection
Milano Cafe,78735,09/28/2021,88,"4601 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.239904, -97.831659)",10218837,Routine Inspection
Smokey Mo's BBQ,78717,11/17/2020,74,"10621 W PARMER LN
AUSTIN, TX 78717
(30.499755, -97.776502)",12186196,Routine Inspection
Taqueria La Familia Mex Restaurant Inc,78749,12/16/2021,83,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214326, -97.831703)",11321211,Routine Inspection
Donn's BBQ,78741,01/04/2022,84,"2617 S IH
AUSTIN, TX 78741",10933758,Routine Inspection
Original Pancake House,78727,07/01/2021,86,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412511, -97.688908)",12186158,Routine Inspection
The Children's Center of Austin,78746,06/15/2021,100,"8100 FM 2244 RD
AUSTIN, TX 78746
(30.313032, -97.851962)",2802860,Routine Inspection
Canteen @ JW Marriott,78701,02/22/2019,95,"110 E 2ND ST
AUSTIN, TX 78701
(30.264104, -97.743445)",11651325,Routine Inspection
Double Dave's Pizza,78729,07/18/2019,89,"13343 N US 183 HWY
AUSTIN, TX 78729",2802971,Routine Inspection
La Feria Restaurant,78729,09/08/2021,93,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445312, -97.743258)",11613770,Routine Inspection
Muchos,78753,11/09/2020,90,"8700 N LAMAR BLVD
AUSTIN, TX 78753
(30.355664, -97.702439)",10490833,Routine Inspection
Austin Ridge Bible Church,78733,05/27/2021,92,"9300 FM 2244 RD
AUSTIN, TX 78733",11663244,Routine Inspection
Pleasant Hill Elementary,78745,05/29/2020,99,"6405 CIRCLE S RD
AUSTIN, TX 78745
(30.195845, -97.776869)",2800436,Routine Inspection
Sam's Club #6453 Cafe,78759,03/09/2020,98,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.390522, -97.742236)",2800884,Routine Inspection
Navarro High School,78758,11/05/2021,98,"1201 PAYTON GIN RD
AUSTIN, TX 78758
(30.361618, -97.708442)",2800164,Routine Inspection
LW - Hampton Inn and Suites,78734,04/24/2020,100,"2013 S FM 620 RD
LAKEWAY, TX 78734",10212018,Routine Inspection
WL - Tokyo Gardens Sushi Bar,78746,04/23/2020,100,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292189, -97.828184)",10135293,Routine Inspection
Shandeez Grill,78729,08/26/2021,80,"8863 ANDERSON MILL RD
AUSTIN, TX 78729
(30.454131, -97.773111)",10547395,Routine Inspection
Teo,78705,03/05/2019,92,"1206 W 38TH ST
AUSTIN, TX 78705
(30.306163, -97.745237)",2802244,Routine Inspection
Island Thyme Grill,78705,08/10/2021,99,"2915 GUADALUPE ST
AUSTIN, TX 78705
(30.295937, -97.742459)",12186417,Routine Inspection
Speedy Stop Store #219,78723,06/29/2021,87,"1660 E 51ST ST
AUSTIN, TX 78723
(30.304102, -97.699224)",2803642,Routine Inspection
Domino's Pizza,78759,12/04/2019,97,"8141 MESA DR
AUSTIN, TX 78759
(30.373921, -97.755764)",10820298,Routine Inspection
SV - MAD Greens,78745,10/02/2019,93,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.228928, -97.820657)",11661784,Routine Inspection
Andrews Elementary,78723,09/01/2021,100,"6801 NORTHEAST DR
AUSTIN, TX 78723
(30.31798, -97.680573)",2800596,Routine Inspection
